county_name,median_income,population,bachelors_degree,labor_force,median_rent,commute_time,owner_occupied,renter_occupied,state_fips,county_fips
"Barry County, Missouri",55592.0,34701.0,2330.0,1588.0,710.0,13649.0,9820.0,3595.0,29,009
"Barton County, Missouri",48105.0,11683.0,1064.0,634.0,681.0,4221.0,3144.0,1333.0,29,011
"Bates County, Missouri",54122.0,16101.0,1015.0,900.0,736.0,6214.0,4335.0,1594.0,29,013
"Benton County, Missouri",50229.0,19616.0,1260.0,708.0,825.0,6668.0,6732.0,1414.0,29,015
"Bollinger County, Missouri",52306.0,10658.0,539.0,517.0,752.0,4075.0,3052.0,739.0,29,017
"Boone County, Missouri",66564.0,184043.0,30976.0,14365.0,994.0,87971.0,42753.0,31516.0,29,019
"Buchanan County, Missouri",58303.0,84544.0,9300.0,4633.0,856.0,36067.0,21148.0,12215.0,29,021
"Butler County, Missouri",47245.0,42280.0,2563.0,2392.0,729.0,16462.0,10636.0,5633.0,29,023
"Caldwell County, Missouri",58269.0,8876.0,684.0,496.0,632.0,3453.0,2784.0,696.0,29,025
"Callaway County, Missouri",70599.0,44517.0,4979.0,2617.0,807.0,19028.0,12352.0,3629.0,29,027
"Camden County, Missouri",59834.0,43227.0,4896.0,1766.0,799.0,16160.0,13508.0,2986.0,29,029
"Cape Girardeau County, Missouri",65070.0,81703.0,11341.0,4894.0,854.0,37986.0,21205.0,10373.0,29,031
"Carroll County, Missouri",59101.0,8513.0,796.0,390.0,754.0,3496.0,2394.0,973.0,29,033
"Carter County, Missouri",45737.0,5299.0,337.0,423.0,625.0,2040.0,1335.0,590.0,29,035
"Cass County, Missouri",82473.0,108205.0,13604.0,5748.0,1097.0,48350.0,31622.0,9902.0,29,037
"Cedar County, Missouri",43589.0,14314.0,995.0,806.0,759.0,4692.0,4028.0,1448.0,29,039
"Chariton County, Missouri",61910.0,7417.0,714.0,373.0,525.0,2966.0,2116.0,475.0,29,041
"Christian County, Missouri",75787.0,89568.0,11572.0,4459.0,937.0,40026.0,25368.0,8043.0,29,043
"Clark County, Missouri",53362.0,6693.0,384.0,355.0,580.0,2632.0,1804.0,496.0,29,045
"Clay County, Missouri",82264.0,253085.0,39614.0,12999.0,1133.0,116503.0,67850.0,31651.0,29,047
"Clinton County, Missouri",66494.0,21155.0,2320.0,1261.0,938.0,8346.0,6111.0,1936.0,29,049
"Cole County, Missouri",70667.0,76890.0,12288.0,3824.0,783.0,35500.0,20279.0,9872.0,29,051
"Cooper County, Missouri",62239.0,16893.0,1809.0,875.0,724.0,6805.0,4708.0,1417.0,29,053
"Crawford County, Missouri",52367.0,23023.0,1500.0,1063.0,784.0,8551.0,6794.0,2491.0,29,055
"Dade County, Missouri",46806.0,7598.0,633.0,347.0,641.0,2795.0,2304.0,716.0,29,057
"Dallas County, Missouri",46547.0,17158.0,831.0,841.0,635.0,5807.0,4994.0,1610.0,29,059
"Daviess County, Missouri",59706.0,8418.0,714.0,503.0,689.0,3245.0,2353.0,663.0,29,061
"DeKalb County, Missouri",67910.0,11838.0,851.0,499.0,745.0,3811.0,2595.0,1120.0,29,063
"Dent County, Missouri",51410.0,14509.0,1110.0,608.0,648.0,5583.0,4360.0,1465.0,29,065
"Douglas County, Missouri",47848.0,11803.0,927.0,476.0,704.0,3949.0,3752.0,864.0,29,067
"Dunklin County, Missouri",44868.0,28174.0,1346.0,1383.0,629.0,10411.0,6959.0,4175.0,29,069
"Franklin County, Missouri",70111.0,104858.0,9991.0,5078.0,831.0,45036.0,32206.0,9306.0,29,071
"Gasconade County, Missouri",62638.0,14801.0,1368.0,667.0,661.0,6659.0,4818.0,1152.0,29,073
"Gentry County, Missouri",53799.0,6219.0,599.0,309.0,595.0,2535.0,1775.0,572.0,29,075
"Greene County, Missouri",54968.0,299188.0,40170.0,16598.0,895.0,130459.0,74398.0,56711.0,29,077
"Grundy County, Missouri",51045.0,9878.0,698.0,534.0,676.0,3656.0,2598.0,1208.0,29,079
"Harrison County, Missouri",51809.0,8190.0,636.0,495.0,638.0,3063.0,2150.0,863.0,29,081
"Henry County, Missouri",54903.0,22064.0,1482.0,1075.0,732.0,8487.0,6669.0,2572.0,29,083
"Hickory County, Missouri",33302.0,8452.0,488.0,359.0,692.0,2346.0,2889.0,615.0,29,085
"Holt County, Missouri",55153.0,4274.0,416.0,209.0,658.0,1771.0,1371.0,373.0,29,087
"Howard County, Missouri",59023.0,10142.0,984.0,721.0,823.0,3953.0,2737.0,613.0,29,089
"Howell County, Missouri",46401.0,39960.0,2909.0,2045.0,686.0,14968.0,10624.0,4809.0,29,091
"Iron County, Missouri",53401.0,9538.0,793.0,396.0,662.0,3689.0,2984.0,837.0,29,093
"Jackson County, Missouri",65169.0,715526.0,100921.0,35125.0,1096.0,313498.0,174963.0,123945.0,29,095
"Jasper County, Missouri",54963.0,122788.0,13785.0,6487.0,878.0,52313.0,30014.0,17467.0,29,097
"Jefferson County, Missouri",77217.0,226984.0,24161.0,10794.0,957.0,104079.0,69779.0,16676.0,29,099
"Johnson County, Missouri",62503.0,54025.0,5067.0,3987.0,912.0,25287.0,13015.0,7598.0,29,101
"Knox County, Missouri",49167.0,3772.0,244.0,291.0,639.0,1304.0,981.0,173.0,29,103
"Laclede County, Missouri",49202.0,36060.0,2858.0,1799.0,791.0,14697.0,10061.0,4284.0,29,105
"Lafayette County, Missouri",78397.0,32858.0,3290.0,1682.0,834.0,14083.0,9194.0,2971.0,29,107
"Lawrence County, Missouri",52225.0,38231.0,2762.0,2151.0,783.0,14943.0,10358.0,4271.0,29,109
"Lewis County, Missouri",49779.0,9987.0,666.0,827.0,606.0,4090.0,2551.0,778.0,29,111
"Lincoln County, Missouri",82543.0,60172.0,5295.0,3152.0,958.0,26541.0,17382.0,4579.0,29,113
"Linn County, Missouri",58435.0,11892.0,1042.0,689.0,648.0,5046.0,3672.0,1101.0,29,115
"Livingston County, Missouri",58772.0,14402.0,1209.0,540.0,755.0,5825.0,3799.0,1664.0,29,117
"McDonald County, Missouri",46494.0,23381.0,1347.0,1431.0,737.0,8758.0,5598.0,2801.0,29,119
"Macon County, Missouri",54113.0,15173.0,1312.0,821.0,699.0,6099.0,4496.0,1352.0,29,121
"Madison County, Missouri",54042.0,12649.0,882.0,808.0,825.0,4998.0,3630.0,1003.0,29,123
"Maries County, Missouri",56491.0,8454.0,701.0,310.0,583.0,3258.0,2689.0,913.0,29,125
"Marion County, Missouri",62492.0,28525.0,2897.0,1525.0,757.0,12279.0,7779.0,3516.0,29,127
"Mercer County, Missouri",55592.0,3517.0,321.0,150.0,496.0,1286.0,994.0,259.0,29,129
"Miller County, Missouri",53490.0,24855.0,2543.0,1209.0,726.0,10431.0,7619.0,2497.0,29,131
"Mississippi County, Missouri",40833.0,12305.0,814.0,665.0,686.0,4093.0,2763.0,1849.0,29,133
"Moniteau County, Missouri",66792.0,15401.0,1376.0,869.0,747.0,6215.0,4369.0,1322.0,29,135
"Monroe County, Missouri",50245.0,8668.0,759.0,465.0,693.0,3451.0,2598.0,827.0,29,137
"Montgomery County, Missouri",58660.0,11421.0,847.0,543.0,769.0,4635.0,3452.0,1192.0,29,139
"Morgan County, Missouri",48841.0,21169.0,1356.0,981.0,687.0,6833.0,6242.0,1578.0,29,141
"New Madrid County, Missouri",44092.0,16341.0,767.0,785.0,708.0,6147.0,4389.0,2380.0,29,143
"Newton County, Missouri",60313.0,59019.0,5934.0,2912.0,781.0,24254.0,16342.0,5649.0,29,145
"Nodaway County, Missouri",53917.0,21140.0,1968.0,2515.0,739.0,9336.0,5239.0,3022.0,29,147
"Oregon County, Missouri",41365.0,8783.0,498.0,327.0,789.0,2788.0,2399.0,984.0,29,149
"Osage County, Missouri",70313.0,13374.0,1583.0,796.0,592.0,6243.0,4342.0,878.0,29,151
"Ozark County, Missouri",39125.0,8688.0,431.0,329.0,636.0,2556.0,2895.0,759.0,29,153
"Pemiscot County, Missouri",37426.0,15555.0,778.0,892.0,722.0,5267.0,3530.0,2745.0,29,155
"Perry County, Missouri",61486.0,18970.0,1879.0,1022.0,877.0,8705.0,5693.0,1636.0,29,157
"Pettis County, Missouri",57581.0,43059.0,3114.0,2426.0,838.0,18595.0,11684.0,5012.0,29,159
"Phelps County, Missouri",53242.0,44843.0,4591.0,3419.0,770.0,17579.0,10657.0,7073.0,29,161
"Pike County, Missouri",53363.0,17719.0,1297.0,755.0,724.0,6413.0,4648.0,1659.0,29,163
"Platte County, Missouri",92543.0,107033.0,20222.0,4993.0,1210.0,48974.0,28301.0,14305.0,29,165
"Polk County, Missouri",54487.0,31877.0,2672.0,1980.0,752.0,12867.0,8461.0,3342.0,29,167
"Pulaski County, Missouri",62541.0,53726.0,5053.0,6366.0,1032.0,25635.0,8954.0,6699.0,29,169
"Putnam County, Missouri",50950.0,4698.0,431.0,166.0,609.0,1948.0,1437.0,331.0,29,171
"Ralls County, Missouri",62615.0,10356.0,838.0,573.0,777.0,4266.0,3491.0,523.0,29,173
"Randolph County, Missouri",51480.0,24652.0,2136.0,1044.0,735.0,10037.0,6209.0,2892.0,29,175
"Ray County, Missouri",69779.0,23122.0,1717.0,1067.0,840.0,10010.0,6889.0,1884.0,29,177
"Reynolds County, Missouri",43856.0,6102.0,515.0,351.0,643.0,2287.0,1856.0,453.0,29,179
"Ripley County, Missouri",42541.0,10839.0,614.0,452.0,699.0,3768.0,3135.0,801.0,29,181
"St. Charles County, Missouri",99596.0,406262.0,74037.0,20582.0,1209.0,185030.0,126256.0,30125.0,29,183
"St. Clair County, Missouri",43483.0,9330.0,578.0,427.0,572.0,3468.0,3023.0,932.0,29,185
"Ste. Genevieve County, Missouri",61215.0,18494.0,1237.0,879.0,744.0,7823.0,5790.0,1331.0,29,186
"St. Francois County, Missouri",53083.0,66814.0,4159.0,3135.0,748.0,24945.0,16575.0,7398.0,29,187
"St. Louis County, Missouri",78067.0,999703.0,181797.0,51747.0,1119.0,422939.0,283007.0,130240.0,29,189
"Saline County, Missouri",55396.0,23219.0,2492.0,1819.0,718.0,9591.0,5655.0,2153.0,29,195
"Schuyler County, Missouri",53728.0,4066.0,225.0,214.0,414.0,1490.0,937.0,327.0,29,197
"Scotland County, Missouri",58656.0,4720.0,285.0,255.0,471.0,1763.0,1224.0,303.0,29,199
"Scott County, Missouri",54621.0,38055.0,3637.0,1726.0,798.0,16453.0,10399.0,4761.0,29,201
"Shannon County, Missouri",46767.0,7132.0,430.0,311.0,556.0,2466.0,2250.0,503.0,29,203
"Shelby County, Missouri",50387.0,6049.0,519.0,329.0,630.0,2542.0,1742.0,620.0,29,205
"Stoddard County, Missouri",51703.0,28656.0,2068.0,1279.0,712.0,11362.0,8173.0,3299.0,29,207
"Stone County, Missouri",58392.0,31314.0,3379.0,1273.0,867.0,10814.0,10793.0,1933.0,29,209
"Sullivan County, Missouri",53438.0,5983.0,379.0,417.0,719.0,2491.0,1478.0,513.0,29,211
"Taney County, Missouri",54467.0,56202.0,6574.0,3411.0,873.0,22572.0,14401.0,7194.0,29,213
"Texas County, Missouri",42870.0,24828.0,1531.0,1069.0,631.0,8571.0,7121.0,2214.0,29,215
"Vernon County, Missouri",53318.0,19777.0,1454.0,1113.0,706.0,7194.0,5526.0,2250.0,29,217
"Warren County, Missouri",75531.0,35729.0,3481.0,1777.0,956.0,15842.0,10502.0,2565.0,29,219
"Washington County, Missouri",49364.0,23580.0,1298.0,1287.0,694.0,8690.0,7097.0,1935.0,29,221
"Wayne County, Missouri",42758.0,11081.0,572.0,491.0,626.0,3340.0,3337.0,1153.0,29,223
"Webster County, Missouri",65103.0,39265.0,3082.0,2233.0,713.0,14902.0,10512.0,3205.0,29,225
"Worth County, Missouri",43536.0,1982.0,150.0,81.0,355.0,780.0,618.0,155.0,29,227
"Wright County, Missouri",43573.0,18475.0,978.0,1071.0,593.0,6562.0,5284.0,1541.0,29,229
"St. Louis city, Missouri",52941.0,298018.0,46330.0,12791.0,938.0,132775.0,64173.0,78886.0,29,510
"Beaverhead County, Montana",55867.0,9469.0,1650.0,624.0,839.0,4210.0,2728.0,1379.0,30,001
"Big Horn County, Montana",52463.0,13090.0,918.0,1134.0,707.0,4136.0,2412.0,1210.0,30,003
"Blaine County, Montana",58507.0,7030.0,667.0,442.0,597.0,2230.0,1426.0,845.0,30,005
"Broadwater County, Montana",61679.0,6977.0,862.0,354.0,846.0,2772.0,2385.0,487.0,30,007
"Carbon County, Montana",66780.0,10645.0,1498.0,418.0,900.0,4604.0,3432.0,1218.0,30,009
"Carter County, Montana",46486.0,1332.0,174.0,67.0,754.0,445.0,380.0,218.0,30,011
"Cascade County, Montana",61351.0,84423.0,10151.0,3742.0,866.0,37783.0,23517.0,11060.0,30,013
"Chouteau County, Montana",51791.0,5897.0,731.0,293.0,428.0,2197.0,1495.0,689.0,30,015
"Custer County, Montana",61114.0,11957.0,1499.0,624.0,872.0,5860.0,3362.0,1634.0,30,017
"Daniels County, Montana",47378.0,1535.0,221.0,84.0,530.0,677.0,576.0,138.0,30,019
"Dawson County, Montana",68168.0,8915.0,1018.0,576.0,791.0,4120.0,2722.0,1048.0,30,021
"Deer Lodge County, Montana",46436.0,9435.0,1120.0,451.0,650.0,3717.0,2858.0,1478.0,30,023
"Fallon County, Montana",79750.0,2941.0,248.0,69.0,812.0,1313.0,839.0,325.0,30,025
"Fergus County, Montana",58321.0,11496.0,1897.0,417.0,815.0,4626.0,3492.0,1694.0,30,027
"Flathead County, Montana",68025.0,105950.0,17554.0,5029.0,1029.0,44223.0,31328.0,10826.0,30,029
"Gallatin County, Montana",83434.0,119685.0,25951.0,7490.0,1405.0,57557.0,29372.0,18502.0,30,031
"Garfield County, Montana",61786.0,976.0,104.0,28.0,635.0,356.0,286.0,126.0,30,033
"Glacier County, Montana",41078.0,13781.0,1054.0,737.0,599.0,4032.0,2655.0,1520.0,30,035
"Golden Valley County, Montana",54792.0,841.0,119.0,45.0,725.0,332.0,304.0,51.0,30,037
"Granite County, Montana",53917.0,3368.0,634.0,187.0,735.0,1147.0,1028.0,315.0,30,039
"Hill County, Montana",58427.0,16238.0,1731.0,1009.0,729.0,6980.0,4098.0,2120.0,30,041
"Jefferson County, Montana",73875.0,12273.0,1925.0,556.0,869.0,4904.0,3890.0,791.0,30,043
"Judith Basin County, Montana",58750.0,2039.0,325.0,129.0,443.0,734.0,690.0,208.0,30,045
"Lake County, Montana",58009.0,31509.0,4593.0,1359.0,851.0,11639.0,8669.0,3381.0,30,047
"Lewis and Clark County, Montana",71967.0,71487.0,13856.0,3266.0,1006.0,31683.0,21354.0,8927.0,30,049
"Liberty County, Montana",48047.0,1993.0,287.0,74.0,670.0,488.0,445.0,268.0,30,051
"Lincoln County, Montana",44593.0,20157.0,1885.0,798.0,769.0,6434.0,6731.0,2151.0,30,053
"McCone County, Montana",79022.0,1746.0,206.0,43.0,474.0,754.0,697.0,85.0,30,055
"Madison County, Montana",61226.0,8742.0,1547.0,437.0,1101.0,3347.0,2762.0,797.0,30,057
"Meagher County, Montana",55753.0,1948.0,388.0,105.0,848.0,885.0,712.0,122.0,30,059
"Mineral County, Montana",56098.0,4652.0,700.0,226.0,761.0,1708.0,1668.0,410.0,30,061
"Missoula County, Montana",66840.0,118541.0,22620.0,6241.0,1068.0,58151.0,29672.0,20774.0,30,063
"Musselshell County, Montana",54875.0,4924.0,546.0,276.0,1035.0,1617.0,1727.0,410.0,30,065
"Park County, Montana",67602.0,17320.0,3373.0,633.0,896.0,7541.0,5658.0,2397.0,30,067
"Petroleum County, Montana",57981.0,416.0,55.0,6.0,713.0,171.0,133.0,56.0,30,069
"Phillips County, Montana",61250.0,4233.0,477.0,140.0,523.0,1571.0,1400.0,349.0,30,071
"Pondera County, Montana",59861.0,5987.0,727.0,321.0,785.0,2387.0,1436.0,717.0,30,073
"Powder River County, Montana",60313.0,1773.0,246.0,36.0,680.0,780.0,588.0,158.0,30,075
"Powell County, Montana",60994.0,6998.0,754.0,317.0,752.0,2221.0,1606.0,692.0,30,077
"Prairie County, Montana",44107.0,1283.0,129.0,45.0,866.0,419.0,364.0,121.0,30,079
"Ravalli County, Montana",67424.0,44876.0,5826.0,1881.0,935.0,17138.0,14591.0,4256.0,30,081
"Richland County, Montana",67515.0,11366.0,855.0,736.0,797.0,5192.0,3132.0,1397.0,30,083
"Roosevelt County, Montana",51038.0,10799.0,880.0,714.0,650.0,3480.0,2002.0,1048.0,30,085
"Rosebud County, Montana",57656.0,8310.0,620.0,512.0,641.0,3057.0,1958.0,1085.0,30,087
"Sanders County, Montana",47110.0,12615.0,1372.0,592.0,731.0,3431.0,4233.0,1192.0,30,089
"Sheridan County, Montana",67457.0,3700.0,458.0,178.0,789.0,1644.0,1112.0,327.0,30,091
"Silver Bow County, Montana",56297.0,35306.0,4492.0,1576.0,793.0,15251.0,10578.0,4502.0,30,093
"Stillwater County, Montana",78380.0,8978.0,1348.0,425.0,855.0,3943.0,3182.0,619.0,30,095
"Sweet Grass County, Montana",64872.0,3697.0,453.0,182.0,876.0,1640.0,1103.0,343.0,30,097
"Teton County, Montana",65224.0,6238.0,770.0,325.0,890.0,2415.0,1873.0,591.0,30,099
"Toole County, Montana",54040.0,5018.0,460.0,283.0,741.0,1852.0,1165.0,630.0,30,101
"Treasure County, Montana",70096.0,680.0,156.0,18.0,950.0,281.0,227.0,106.0,30,103
"Valley County, Montana",59725.0,7552.0,899.0,406.0,675.0,2867.0,2145.0,688.0,30,105
"Wheatland County, Montana",48272.0,2060.0,219.0,99.0,685.0,635.0,677.0,198.0,30,107
"Wibaux County, Montana",58750.0,1119.0,132.0,43.0,964.0,430.0,347.0,119.0,30,109
"Yellowstone County, Montana",72300.0,165524.0,27169.0,8236.0,1055.0,76966.0,47210.0,20687.0,30,111
"Adams County, Nebraska",61502.0,31143.0,3383.0,1846.0,812.0,14478.0,8691.0,4026.0,31,001
"Antelope County, Nebraska",61924.0,6302.0,561.0,385.0,732.0,2867.0,1962.0,645.0,31,003
"Arthur County, Nebraska",66667.0,485.0,70.0,35.0,933.0,193.0,132.0,46.0,31,005
"Banner County, Nebraska",62375.0,670.0,108.0,32.0,1042.0,269.0,173.0,76.0,31,007
"Blaine County, Nebraska",52083.0,384.0,54.0,0.0,788.0,157.0,156.0,45.0,31,009
"Boone County, Nebraska",66800.0,5397.0,444.0,275.0,687.0,2524.0,1807.0,433.0,31,011
"Box Butte County, Nebraska",67893.0,10778.0,1117.0,504.0,748.0,4676.0,3340.0,1233.0,31,013
"Boyd County, Nebraska",57120.0,1767.0,122.0,26.0,656.0,785.0,669.0,138.0,31,015
"Brown County, Nebraska",44267.0,2691.0,256.0,150.0,926.0,1160.0,915.0,302.0,31,017
"Buffalo County, Nebraska",70093.0,50103.0,7178.0,3637.0,885.0,25988.0,12955.0,6589.0,31,019
"Burt County, Nebraska",54950.0,6717.0,853.0,276.0,666.0,2713.0,2148.0,642.0,31,021
"Butler County, Nebraska",75690.0,8373.0,1162.0,440.0,740.0,4087.0,2843.0,665.0,31,023
"Cass County, Nebraska",87673.0,26749.0,3756.0,1188.0,970.0,12378.0,8557.0,1782.0,31,025
"Cedar County, Nebraska",72035.0,8375.0,941.0,439.0,681.0,3902.0,2670.0,684.0,31,027
"Chase County, Nebraska",57313.0,3704.0,433.0,120.0,748.0,1506.0,1094.0,384.0,31,029
"Cherry County, Nebraska",62373.0,5473.0,693.0,357.0,832.0,2494.0,1213.0,897.0,31,031
"Cheyenne County, Nebraska",54038.0,9489.0,1107.0,357.0,857.0,4235.0,2800.0,1511.0,31,033
"Clay County, Nebraska",73933.0,6088.0,638.0,300.0,668.0,2763.0,1990.0,485.0,31,035
"Colfax County, Nebraska",71205.0,10563.0,649.0,612.0,907.0,5082.0,2831.0,785.0,31,037
"Cuming County, Nebraska",68917.0,9000.0,1064.0,492.0,782.0,4308.0,2636.0,1075.0,31,039
"Custer County, Nebraska",62288.0,10566.0,1394.0,547.0,765.0,4771.0,3160.0,1383.0,31,041
"Dakota County, Nebraska",66112.0,21308.0,1427.0,1220.0,959.0,9791.0,4670.0,2511.0,31,043
"Dawes County, Nebraska",53760.0,8279.0,937.0,922.0,887.0,3895.0,2202.0,1282.0,31,045
"Dawson County, Nebraska",67462.0,24037.0,1783.0,1333.0,857.0,12022.0,5908.0,2902.0,31,047
"Deuel County, Nebraska",58875.0,1858.0,209.0,42.0,778.0,825.0,715.0,146.0,31,049
"Dixon County, Nebraska",60568.0,5579.0,622.0,259.0,676.0,2538.0,1665.0,550.0,31,051
"Dodge County, Nebraska",66793.0,37175.0,3438.0,1960.0,890.0,17217.0,9613.0,5011.0,31,053
"Douglas County, Nebraska",76083.0,582638.0,99805.0,30535.0,1109.0,264868.0,143139.0,88330.0,31,055
"Dundy County, Nebraska",58977.0,1825.0,187.0,93.0,503.0,866.0,614.0,174.0,31,057
"Fillmore County, Nebraska",72335.0,5557.0,618.0,193.0,643.0,2682.0,1921.0,462.0,31,059
"Franklin County, Nebraska",55625.0,2901.0,265.0,111.0,605.0,1250.0,1047.0,208.0,31,061
"Frontier County, Nebraska",62928.0,2491.0,292.0,253.0,614.0,1058.0,696.0,337.0,31,063
"Furnas County, Nebraska",58895.0,4630.0,521.0,246.0,870.0,2069.0,1564.0,439.0,31,065
"Gage County, Nebraska",60035.0,21654.0,2234.0,1063.0,725.0,9778.0,6469.0,2685.0,31,067
"Garden County, Nebraska",47139.0,1778.0,205.0,70.0,733.0,587.0,660.0,169.0,31,069
"Garfield County, Nebraska",64957.0,1833.0,327.0,71.0,680.0,912.0,600.0,175.0,31,071
"Gosper County, Nebraska",76583.0,1873.0,292.0,84.0,789.0,881.0,621.0,130.0,31,073
"Grant County, Nebraska",65139.0,649.0,100.0,50.0,917.0,279.0,196.0,85.0,31,075
"Greeley County, Nebraska",52813.0,2212.0,200.0,116.0,603.0,868.0,748.0,159.0,31,077
"Hall County, Nebraska",63553.0,62575.0,5668.0,3347.0,886.0,29753.0,14948.0,9078.0,31,079
"Hamilton County, Nebraska",73254.0,9400.0,1048.0,446.0,822.0,4318.0,2897.0,680.0,31,081
"Harlan County, Nebraska",64583.0,3094.0,378.0,151.0,689.0,1404.0,1013.0,208.0,31,083
"Hayes County, Nebraska",59405.0,919.0,109.0,20.0,488.0,357.0,266.0,108.0,31,085
"Hitchcock County, Nebraska",49456.0,2620.0,254.0,127.0,734.0,1040.0,856.0,253.0,31,087
"Holt County, Nebraska",66325.0,10149.0,1362.0,428.0,741.0,4631.0,2883.0,1113.0,31,089
"Hooker County, Nebraska",43333.0,659.0,109.0,42.0,589.0,257.0,131.0,161.0,31,091
"Howard County, Nebraska",70766.0,6476.0,827.0,326.0,816.0,2973.0,1925.0,619.0,31,093
"Jefferson County, Nebraska",54494.0,7185.0,773.0,244.0,681.0,3228.0,2188.0,934.0,31,095
"Johnson County, Nebraska",64352.0,5294.0,459.0,214.0,777.0,2020.0,1234.0,488.0,31,097
"Kearney County, Nebraska",74276.0,6655.0,1089.0,285.0,784.0,3237.0,2066.0,617.0,31,099
"Keith County, Nebraska",59511.0,8303.0,855.0,391.0,727.0,3675.0,2797.0,984.0,31,101
"Keya Paha County, Nebraska",63977.0,987.0,140.0,84.0,830.0,381.0,255.0,68.0,31,103
"Kimball County, Nebraska",53151.0,3395.0,211.0,155.0,807.0,1533.0,1085.0,416.0,31,105
"Knox County, Nebraska",61250.0,8415.0,744.0,463.0,666.0,3551.0,2482.0,787.0,31,107
"Lancaster County, Nebraska",70387.0,322063.0,51720.0,20356.0,997.0,157595.0,77025.0,52844.0,31,109
"Lincoln County, Nebraska",63019.0,34532.0,3160.0,1920.0,854.0,15864.0,9703.0,4782.0,31,111
"Logan County, Nebraska",69250.0,839.0,128.0,74.0,715.0,360.0,258.0,49.0,31,113
"Loup County, Nebraska",50000.0,629.0,61.0,35.0,525.0,293.0,185.0,87.0,31,115
"McPherson County, Nebraska",58250.0,456.0,47.0,17.0,636.0,198.0,148.0,45.0,31,117
"Madison County, Nebraska",61139.0,35538.0,3927.0,2031.0,800.0,17120.0,9328.0,4674.0,31,119
"Merrick County, Nebraska",57873.0,7675.0,607.0,380.0,707.0,3619.0,2501.0,674.0,31,121
"Morrill County, Nebraska",57325.0,4562.0,434.0,339.0,725.0,1886.0,1460.0,354.0,31,123
"Nance County, Nebraska",60054.0,3366.0,289.0,163.0,710.0,1393.0,1081.0,226.0,31,125
"Nemaha County, Nebraska",57196.0,7019.0,966.0,669.0,657.0,3060.0,1987.0,864.0,31,127
"Nuckolls County, Nebraska",66000.0,4092.0,551.0,245.0,614.0,1974.0,1426.0,322.0,31,129
"Otoe County, Nebraska",73031.0,15995.0,1941.0,637.0,881.0,7457.0,4919.0,1489.0,31,131
"Pawnee County, Nebraska",55833.0,2553.0,228.0,134.0,586.0,926.0,883.0,187.0,31,133
"Perkins County, Nebraska",61786.0,2860.0,436.0,173.0,756.0,1313.0,898.0,256.0,31,135
"Phelps County, Nebraska",65114.0,8966.0,1229.0,426.0,713.0,4282.0,2666.0,1139.0,31,137
"Pierce County, Nebraska",65603.0,7301.0,814.0,387.0,788.0,3329.0,2245.0,631.0,31,139
"Platte County, Nebraska",69943.0,34219.0,3926.0,1839.0,872.0,16667.0,9937.0,3355.0,31,141
"Polk County, Nebraska",67695.0,5182.0,487.0,330.0,636.0,2402.0,1638.0,381.0,31,143
"Red Willow County, Nebraska",58344.0,10690.0,1266.0,851.0,785.0,5079.0,3075.0,1240.0,31,145
"Richardson County, Nebraska",50321.0,7850.0,870.0,410.0,700.0,3440.0,2640.0,947.0,31,147
"Rock County, Nebraska",57566.0,1312.0,211.0,100.0,554.0,559.0,446.0,131.0,31,149
"Saline County, Nebraska",71104.0,14275.0,1437.0,928.0,763.0,6661.0,3789.0,1348.0,31,151
"Sarpy County, Nebraska",95911.0,191272.0,32227.0,10997.0,1203.0,92032.0,49735.0,21407.0,31,153
"Saunders County, Nebraska",84474.0,22374.0,3063.0,1196.0,892.0,10753.0,7082.0,1707.0,31,155
"Scotts Bluff County, Nebraska",60137.0,36048.0,4153.0,1922.0,876.0,16024.0,10258.0,4861.0,31,157
"Seward County, Nebraska",79677.0,17644.0,2472.0,1500.0,916.0,8716.0,4785.0,1791.0,31,159
"Sheridan County, Nebraska",53609.0,5102.0,605.0,235.0,756.0,2157.0,1462.0,639.0,31,161
"Sherman County, Nebraska",60194.0,2970.0,284.0,151.0,808.0,1301.0,978.0,325.0,31,163
"Sioux County, Nebraska",50833.0,1162.0,141.0,74.0,754.0,450.0,281.0,169.0,31,165
"Stanton County, Nebraska",76035.0,5828.0,565.0,273.0,829.0,2770.0,1774.0,463.0,31,167
"Thayer County, Nebraska",60305.0,5006.0,554.0,239.0,719.0,2286.0,1592.0,464.0,31,169
"Thomas County, Nebraska",70069.0,592.0,95.0,2.0,657.0,299.0,207.0,99.0,31,171
"Thurston County, Nebraska",63459.0,6716.0,515.0,518.0,724.0,2489.0,1214.0,779.0,31,173
"Valley County, Nebraska",62321.0,4053.0,569.0,260.0,526.0,1875.0,1355.0,395.0,31,175
"Washington County, Nebraska",89671.0,20884.0,3435.0,1182.0,926.0,9785.0,6666.0,1568.0,31,177
"Wayne County, Nebraska",64951.0,9701.0,1151.0,1269.0,764.0,4496.0,2564.0,1167.0,31,179
"Webster County, Nebraska",62571.0,3410.0,345.0,172.0,604.0,1643.0,1210.0,270.0,31,181
"Wheeler County, Nebraska",59167.0,771.0,109.0,11.0,500.0,299.0,267.0,79.0,31,183
"York County, Nebraska",72914.0,14212.0,1612.0,713.0,842.0,6413.0,4167.0,1425.0,31,185
"Churchill County, Nevada",69922.0,25409.0,2169.0,1158.0,1142.0,11023.0,6419.0,3176.0,32,001
"Clark County, Nevada",69911.0,2265926.0,271537.0,110571.0,1406.0,945241.0,467708.0,364659.0,32,003
