county_name,median_income,population,bachelors_degree,labor_force,median_rent,commute_time,owner_occupied,renter_occupied,state_fips,county_fips
"Autauga County, Alabama",68315.0,58761.0,6726.0,3369.0,1199.0,25588.0,16832.0,5476.0,01,001
"Baldwin County, Alabama",71039.0,233420.0,33474.0,10875.0,1160.0,96231.0,70708.0,20094.0,01,003
"Barbour County, Alabama",39712.0,24877.0,1167.0,1230.0,627.0,8007.0,5858.0,3158.0,01,005
"Bibb County, Alabama",50669.0,22251.0,1047.0,1000.0,765.0,7753.0,5465.0,1751.0,01,007
"Blount County, Alabama",57440.0,59077.0,3840.0,2959.0,734.0,23404.0,17144.0,4482.0,01,009
"Bullock County, Alabama",36136.0,10328.0,492.0,855.0,619.0,3653.0,2231.0,1219.0,01,011
"Butler County, Alabama",44429.0,18981.0,1029.0,779.0,720.0,7118.0,5047.0,2084.0,01,013
"Calhoun County, Alabama",54339.0,116162.0,9098.0,7402.0,806.0,47328.0,31694.0,12999.0,01,015
"Chambers County, Alabama",48805.0,34612.0,2273.0,1201.0,842.0,14243.0,9486.0,3657.0,01,017
"Cherokee County, Alabama",46621.0,25069.0,1530.0,1093.0,700.0,9751.0,7972.0,2025.0,01,019
"Chilton County, Alabama",62471.0,45140.0,2504.0,1800.0,814.0,17692.0,12700.0,4231.0,01,021
"Choctaw County, Alabama",43299.0,12669.0,873.0,834.0,616.0,4351.0,4286.0,942.0,01,023
"Clarke County, Alabama",47549.0,23058.0,1346.0,1191.0,723.0,7545.0,5916.0,2272.0,01,025
"Clay County, Alabama",48074.0,14209.0,926.0,828.0,576.0,4922.0,4297.0,1188.0,01,027
"Cleburne County, Alabama",51553.0,15144.0,1172.0,686.0,782.0,5405.0,4496.0,1265.0,01,029
"Coffee County, Alabama",62199.0,53559.0,4786.0,2801.0,921.0,21973.0,14145.0,6218.0,01,031
"Colbert County, Alabama",56149.0,57270.0,4578.0,2685.0,810.0,23920.0,16520.0,6746.0,01,033
"Conecuh County, Alabama",39888.0,11576.0,642.0,691.0,718.0,3602.0,3326.0,1127.0,01,035
"Coosa County, Alabama",52279.0,10329.0,578.0,401.0,632.0,3615.0,3249.0,750.0,01,037
"Covington County, Alabama",48772.0,37542.0,2585.0,1755.0,701.0,14591.0,10642.0,3552.0,01,039
"Crenshaw County, Alabama",48557.0,13205.0,1092.0,603.0,595.0,4846.0,3609.0,1230.0,01,041
"Cullman County, Alabama",58119.0,88284.0,7463.0,4435.0,848.0,37652.0,25640.0,8009.0,01,043
"Dale County, Alabama",52813.0,49455.0,4360.0,2194.0,829.0,19077.0,11669.0,7731.0,01,045
"Dallas County, Alabama",37180.0,38326.0,2633.0,2050.0,726.0,13562.0,9060.0,5693.0,01,047
"DeKalb County, Alabama",47920.0,71680.0,3996.0,4079.0,684.0,29134.0,18974.0,6716.0,01,049
"Elmore County, Alabama",73258.0,87694.0,9637.0,4511.0,982.0,36386.0,24812.0,7372.0,01,051
"Escambia County, Alabama",41153.0,36755.0,2168.0,2067.0,659.0,12628.0,8744.0,4278.0,01,053
"Etowah County, Alabama",52177.0,103348.0,7840.0,4527.0,779.0,42377.0,28454.0,10337.0,01,055
"Fayette County, Alabama",45650.0,16297.0,943.0,973.0,600.0,6062.0,4659.0,1484.0,01,057
"Franklin County, Alabama",47359.0,32011.0,2204.0,1829.0,596.0,13198.0,8231.0,3008.0,01,059
"Geneva County, Alabama",47608.0,26647.0,1842.0,1149.0,696.0,10267.0,7870.0,2521.0,01,061
"Greene County, Alabama",32796.0,7706.0,579.0,260.0,682.0,2098.0,2112.0,760.0,01,063
"Hale County, Alabama",35851.0,14742.0,1079.0,669.0,668.0,5232.0,4187.0,1216.0,01,065
"Henry County, Alabama",58395.0,17282.0,1758.0,765.0,678.0,6897.0,5454.0,1232.0,01,067
"Houston County, Alabama",55064.0,107040.0,10616.0,5036.0,858.0,43430.0,27196.0,14347.0,01,069
"Jackson County, Alabama",46748.0,52618.0,3874.0,2321.0,702.0,19248.0,15733.0,4937.0,01,071
"Jefferson County, Alabama",63595.0,672265.0,96805.0,36496.0,1086.0,279782.0,170356.0,95438.0,01,073
"Lamar County, Alabama",49565.0,13885.0,606.0,499.0,495.0,5045.0,3858.0,1310.0,01,075
"Lauderdale County, Alabama",56081.0,94329.0,10372.0,4942.0,773.0,40718.0,25815.0,12422.0,01,077
"Lawrence County, Alabama",54786.0,33116.0,2364.0,1471.0,692.0,13401.0,10191.0,2638.0,01,079
"Lee County, Alabama",59288.0,175126.0,23707.0,13982.0,953.0,74933.0,42517.0,22649.0,01,081
"Limestone County, Alabama",80146.0,104199.0,13776.0,5253.0,861.0,43611.0,29968.0,8604.0,01,083
"Lowndes County, Alabama",33125.0,10153.0,739.0,564.0,760.0,3514.0,3100.0,901.0,01,085
"Macon County, Alabama",41206.0,19198.0,1275.0,2230.0,688.0,6444.0,4489.0,2642.0,01,087
"Madison County, Alabama",78058.0,389781.0,71617.0,21315.0,1043.0,169225.0,108545.0,51024.0,01,089
"Marengo County, Alabama",42975.0,19180.0,1654.0,1239.0,702.0,7015.0,5038.0,2341.0,01,091
"Marion County, Alabama",49743.0,29203.0,1476.0,1530.0,581.0,10694.0,8031.0,2987.0,01,093
"Marshall County, Alabama",58272.0,97923.0,9437.0,5107.0,746.0,38534.0,27083.0,8847.0,01,095
"Mobile County, Alabama",55352.0,413878.0,43806.0,21263.0,973.0,162920.0,101334.0,58271.0,01,097
"Monroe County, Alabama",39965.0,19816.0,1072.0,1165.0,692.0,5998.0,5285.0,2013.0,01,099
"Montgomery County, Alabama",56707.0,228132.0,29456.0,12927.0,1028.0,91816.0,51349.0,38372.0,01,101
"Morgan County, Alabama",61588.0,123102.0,13494.0,6026.0,791.0,51572.0,34922.0,13082.0,01,103
"Perry County, Alabama",32332.0,8479.0,537.0,1068.0,560.0,2086.0,2157.0,918.0,01,105
"Pickens County, Alabama",45339.0,18925.0,1229.0,953.0,578.0,6278.0,5253.0,1830.0,01,107
"Pike County, Alabama",42616.0,32997.0,3024.0,3232.0,750.0,12853.0,7561.0,4435.0,01,109
"Randolph County, Alabama",49879.0,22179.0,1892.0,1018.0,704.0,7986.0,6917.0,1812.0,01,111
"Russell County, Alabama",47420.0,58849.0,4088.0,2853.0,908.0,22140.0,14351.0,9111.0,01,113
"St. Clair County, Alabama",73218.0,91719.0,8608.0,4522.0,1044.0,38228.0,27658.0,6180.0,01,115
"Shelby County, Alabama",90618.0,223916.0,45813.0,12436.0,1272.0,97979.0,67810.0,15966.0,01,117
"Sumter County, Alabama",31726.0,12196.0,901.0,1111.0,770.0,3914.0,3324.0,1474.0,01,119
"Talladega County, Alabama",52457.0,81105.0,5623.0,3815.0,750.0,30310.0,23275.0,9084.0,01,121
"Tallapoosa County, Alabama",53282.0,41251.0,3380.0,2155.0,701.0,14795.0,12409.0,4029.0,01,123
"Tuscaloosa County, Alabama",61645.0,231558.0,25838.0,20420.0,974.0,101817.0,52792.0,31951.0,01,125
"Walker County, Alabama",52987.0,64978.0,4268.0,2990.0,698.0,24415.0,19152.0,5566.0,01,127
"Washington County, Alabama",51184.0,15434.0,707.0,828.0,698.0,5174.0,4868.0,638.0,01,129
"Wilcox County, Alabama",38208.0,10441.0,554.0,752.0,787.0,3076.0,2844.0,735.0,01,131
"Winston County, Alabama",49494.0,23655.0,1384.0,1064.0,680.0,9212.0,7122.0,1981.0,01,133
"Aleutians East Borough, Alaska",79961.0,3407.0,339.0,116.0,1035.0,1891.0,529.0,370.0,02,013
"Aleutians West Census Area, Alaska",100662.0,5219.0,508.0,224.0,1672.0,3316.0,268.0,701.0,02,016
"Anchorage Municipality, Alaska",95731.0,290674.0,44340.0,14263.0,1405.0,135648.0,68356.0,38778.0,02,020
"Bethel Census Area, Alaska",64094.0,18538.0,532.0,1188.0,1408.0,6036.0,2693.0,1872.0,02,050
"Bristol Bay Borough, Alaska",94167.0,854.0,139.0,26.0,1183.0,398.0,144.0,140.0,02,060
"Chugach Census Area, Alaska",83068.0,7000.0,1001.0,318.0,1364.0,3343.0,1725.0,1030.0,02,063
"Copper River Census Area, Alaska",70606.0,2614.0,341.0,93.0,877.0,981.0,750.0,340.0,02,066
"Denali Borough, Alaska",87292.0,2101.0,229.0,94.0,863.0,1331.0,456.0,69.0,02,068
"Dillingham Census Area, Alaska",69412.0,4854.0,329.0,266.0,1106.0,1684.0,841.0,543.0,02,070
"Fairbanks North Star Borough, Alaska",81655.0,96299.0,12039.0,4818.0,1360.0,45252.0,21494.0,14330.0,02,090
"Haines Borough, Alaska",68276.0,2079.0,238.0,78.0,889.0,734.0,548.0,238.0,02,100
"Hoonah-Angoon Census Area, Alaska",62344.0,2329.0,375.0,68.0,996.0,1063.0,646.0,221.0,02,105
"Juneau City and Borough, Alaska",95711.0,32108.0,5922.0,1560.0,1464.0,14661.0,8365.0,4652.0,02,110
"Kenai Peninsula Borough, Alaska",76272.0,59235.0,7313.0,2831.0,1126.0,22224.0,17808.0,5393.0,02,122
"Ketchikan Gateway Borough, Alaska",82763.0,13910.0,1908.0,670.0,1275.0,6724.0,3656.0,1912.0,02,130
"Kodiak Island Borough, Alaska",91138.0,13065.0,1655.0,611.0,1646.0,6444.0,2500.0,1915.0,02,150
"Kusilvak Census Area, Alaska",42663.0,8372.0,161.0,550.0,819.0,2293.0,1322.0,542.0,02,158
"Lake and Peninsula Borough, Alaska",61607.0,999.0,56.0,63.0,933.0,458.0,219.0,107.0,02,164
"Matanuska-Susitna Borough, Alaska",86435.0,108661.0,10907.0,5825.0,1242.0,41569.0,30043.0,9247.0,02,170
"Nome Census Area, Alaska",70121.0,10018.0,433.0,620.0,1349.0,3469.0,1745.0,1041.0,02,180
"North Slope Borough, Alaska",83472.0,10924.0,725.0,541.0,1231.0,6089.0,1012.0,1156.0,02,185
"Northwest Arctic Borough, Alaska",77647.0,7682.0,425.0,479.0,1386.0,2410.0,1083.0,693.0,02,188
"Petersburg Borough, Alaska",77826.0,3374.0,448.0,136.0,1074.0,1572.0,920.0,334.0,02,195
"Prince of Wales-Hyder Census Area, Alaska",61779.0,5799.0,566.0,291.0,883.0,2512.0,1695.0,639.0,02,198
"Sitka City and Borough, Alaska",95261.0,8462.0,1391.0,363.0,1309.0,4326.0,2231.0,1228.0,02,220
"Skagway Municipality, Alaska",79583.0,1303.0,214.0,49.0,1044.0,733.0,269.0,141.0,02,230
"Southeast Fairbanks Census Area, Alaska",75378.0,6888.0,622.0,366.0,1190.0,2521.0,1642.0,547.0,02,240
"Wrangell City and Borough, Alaska",61000.0,2134.0,217.0,79.0,966.0,703.0,605.0,323.0,02,275
"Yakutat City and Borough, Alaska",76875.0,564.0,38.0,18.0,1304.0,304.0,129.0,102.0,02,282
"Yukon-Koyukuk Census Area, Alaska",47826.0,5355.0,333.0,276.0,906.0,2097.0,1504.0,574.0,02,290
"Apache County, Arizona",37483.0,66054.0,3475.0,4243.0,635.0,16407.0,15838.0,3948.0,04,001
"Cochise County, Arizona",58421.0,125504.0,14684.0,6403.0,893.0,42632.0,34882.0,14798.0,04,003
"Coconino County, Arizona",67266.0,144705.0,20215.0,13491.0,1353.0,60071.0,30705.0,21288.0,04,005
"Gila County, Arizona",55242.0,53419.0,4700.0,1907.0,966.0,16806.0,17178.0,5536.0,04,007
"Graham County, Arizona",64089.0,38453.0,2192.0,2306.0,856.0,13281.0,8824.0,3194.0,04,009
"Greenlee County, Arizona",73756.0,9483.0,774.0,696.0,532.0,4099.0,1857.0,1447.0,04,011
"La Paz County, Arizona",46634.0,16681.0,1103.0,382.0,691.0,5037.0,6092.0,2819.0,04,012
"Maricopa County, Arizona",80675.0,4430871.0,655112.0,238173.0,1437.0,1798118.0,1071054.0,594506.0,04,013
"Mohave County, Arizona",53592.0,214229.0,14796.0,8042.0,976.0,69639.0,69067.0,26102.0,04,015
"Navajo County, Arizona",50335.0,107110.0,7133.0,5629.0,800.0,30637.0,27163.0,10402.0,04,017
"Pima County, Arizona",64323.0,1042393.0,140892.0,57326.0,1071.0,405442.0,271377.0,151698.0,04,019
"Pinal County, Arizona",73313.0,433338.0,43734.0,20605.0,1317.0,146679.0,120657.0,30833.0,04,021
"Santa Cruz County, Arizona",51885.0,47838.0,4308.0,3072.0,741.0,17535.0,11190.0,5461.0,04,023
"Yavapai County, Arizona",62430.0,237830.0,31291.0,9822.0,1128.0,82629.0,77893.0,28649.0,04,025
"Yuma County, Arizona",56439.0,204374.0,14038.0,11737.0,950.0,72683.0,51575.0,23103.0,04,027
"Arkansas County, Arkansas",58695.0,17024.0,1237.0,763.0,749.0,7060.0,4345.0,2214.0,05,001
"Ashley County, Arkansas",44804.0,19018.0,1090.0,1067.0,610.0,6343.0,5347.0,1847.0,05,003
"Baxter County, Arkansas",47403.0,41801.0,4004.0,1694.0,810.0,14273.0,14142.0,4879.0,05,005
"Benton County, Arkansas",85269.0,286528.0,43246.0,15595.0,1113.0,123652.0,70667.0,33497.0,05,007
"Boone County, Arkansas",52275.0,37662.0,2892.0,1620.0,687.0,14537.0,10640.0,4532.0,05,009
"Bradley County, Arkansas",43688.0,10461.0,620.0,605.0,636.0,3642.0,2329.0,1258.0,05,011
"Calhoun County, Arkansas",60237.0,4773.0,266.0,287.0,808.0,1643.0,1295.0,203.0,05,013
"Carroll County, Arkansas",56826.0,28362.0,2932.0,1681.0,751.0,10669.0,8682.0,2675.0,05,015
"Chicot County, Arkansas",36593.0,10234.0,889.0,491.0,536.0,3125.0,2723.0,1285.0,05,017
"Clark County, Arkansas",48071.0,21469.0,2161.0,2049.0,690.0,9251.0,4964.0,2991.0,05,019
"Clay County, Arkansas",44685.0,14537.0,898.0,771.0,639.0,5847.0,4455.0,1608.0,05,021
"Cleburne County, Arkansas",52780.0,24948.0,2123.0,1085.0,844.0,8710.0,8360.0,2266.0,05,023
"Cleveland County, Arkansas",48913.0,7548.0,546.0,424.0,673.0,2774.0,2292.0,450.0,05,025
"Columbia County, Arkansas",47441.0,22707.0,1884.0,1690.0,690.0,8904.0,5660.0,2166.0,05,027
"Conway County, Arkansas",50282.0,20782.0,2044.0,852.0,698.0,8260.0,5742.0,2680.0,05,029
"Craighead County, Arkansas",55169.0,111038.0,12275.0,6835.0,870.0,48110.0,25279.0,17072.0,05,031
"Crawford County, Arkansas",56702.0,60593.0,5977.0,2836.0,789.0,23214.0,17171.0,5560.0,05,033
"Crittenden County, Arkansas",51860.0,47945.0,3808.0,2711.0,831.0,18808.0,10443.0,8144.0,05,035
"Cross County, Arkansas",48129.0,16827.0,1235.0,907.0,815.0,6781.0,4348.0,2216.0,05,037
"Dallas County, Arkansas",40085.0,6472.0,408.0,448.0,563.0,2603.0,1638.0,651.0,05,039
"Desha County, Arkansas",38067.0,11285.0,636.0,504.0,628.0,3940.0,2877.0,1726.0,05,041
"Drew County, Arkansas",44968.0,17309.0,1856.0,1581.0,708.0,6838.0,4639.0,2274.0,05,043
"Faulkner County, Arkansas",61273.0,124611.0,15574.0,7895.0,931.0,54317.0,29531.0,17865.0,05,045
"Franklin County, Arkansas",47695.0,17160.0,1051.0,949.0,684.0,6514.0,4940.0,1765.0,05,047
"Fulton County, Arkansas",38917.0,12183.0,830.0,665.0,649.0,3866.0,4040.0,740.0,05,049
"Garland County, Arkansas",54229.0,100021.0,11550.0,4622.0,913.0,38849.0,29509.0,13711.0,05,051
"Grant County, Arkansas",68598.0,18022.0,1730.0,899.0,802.0,6967.0,5506.0,1350.0,05,053
"Greene County, Arkansas",54879.0,45954.0,3283.0,2509.0,808.0,18941.0,11421.0,6320.0,05,055
"Hempstead County, Arkansas",45049.0,20037.0,1279.0,865.0,764.0,7503.0,4977.0,2378.0,05,057
"Hot Spring County, Arkansas",50260.0,33129.0,2420.0,1518.0,713.0,12446.0,9360.0,2540.0,05,059
"Howard County, Arkansas",44824.0,12779.0,844.0,731.0,732.0,5143.0,3792.0,1432.0,05,061
"Independence County, Arkansas",52361.0,37910.0,2948.0,2107.0,774.0,15222.0,10006.0,4411.0,05,063
"Izard County, Arkansas",46159.0,13748.0,1391.0,540.0,616.0,3976.0,3747.0,1103.0,05,065
"Jackson County, Arkansas",41929.0,16784.0,927.0,725.0,650.0,5641.0,4075.0,2041.0,05,067
"Jefferson County, Arkansas",46855.0,66934.0,6384.0,4099.0,820.0,23352.0,15371.0,8907.0,05,069
"Johnson County, Arkansas",42470.0,25925.0,1771.0,1584.0,710.0,9473.0,6967.0,2932.0,05,071
"Lafayette County, Arkansas",40262.0,6277.0,324.0,342.0,659.0,2209.0,1960.0,587.0,05,073
"Lawrence County, Arkansas",43606.0,16258.0,957.0,1011.0,690.0,6072.0,4274.0,2085.0,05,075
"Lee County, Arkansas",33801.0,8666.0,394.0,449.0,641.0,2184.0,1601.0,985.0,05,077
"Lincoln County, Arkansas",50526.0,13016.0,547.0,495.0,595.0,3417.0,2655.0,723.0,05,079
"Little River County, Arkansas",58627.0,12024.0,974.0,526.0,683.0,4884.0,3971.0,763.0,05,081
"Logan County, Arkansas",51131.0,21247.0,1379.0,966.0,693.0,8651.0,6229.0,2176.0,05,083
"Lonoke County, Arkansas",68078.0,74292.0,6608.0,3950.0,944.0,32470.0,19977.0,7605.0,05,085
"Madison County, Arkansas",51514.0,16737.0,973.0,774.0,718.0,6345.0,4987.0,1263.0,05,087
"Marion County, Arkansas",42891.0,16905.0,1161.0,680.0,749.0,5416.0,5866.0,1274.0,05,089
"Miller County, Arkansas",47613.0,42682.0,2614.0,2468.0,831.0,15537.0,10517.0,5346.0,05,091
"Mississippi County, Arkansas",50012.0,40361.0,2413.0,2280.0,750.0,15885.0,9027.0,5978.0,05,093
"Monroe County, Arkansas",41786.0,6787.0,468.0,291.0,543.0,2254.0,1796.0,1030.0,05,095
"Montgomery County, Arkansas",47103.0,8555.0,760.0,358.0,637.0,3096.0,2887.0,702.0,05,097
"Nevada County, Arkansas",43421.0,8292.0,476.0,410.0,773.0,3107.0,2103.0,1051.0,05,099
"Newton County, Arkansas",50699.0,7243.0,494.0,421.0,577.0,2335.0,2172.0,733.0,05,101
"Ouachita County, Arkansas",47348.0,22606.0,1573.0,1274.0,723.0,8177.0,6239.0,2220.0,05,103
"Perry County, Arkansas",53980.0,10055.0,782.0,525.0,716.0,3554.0,2903.0,926.0,05,105
"Phillips County, Arkansas",37458.0,16373.0,1021.0,899.0,719.0,5282.0,3318.0,2862.0,05,107
"Pike County, Arkansas",49248.0,10205.0,866.0,506.0,657.0,4038.0,3023.0,984.0,05,109
"Poinsett County, Arkansas",43440.0,22997.0,1297.0,1141.0,642.0,8681.0,5778.0,3304.0,05,111
"Polk County, Arkansas",48449.0,19384.0,1513.0,941.0,730.0,7126.0,6165.0,1552.0,05,113
"Pope County, Arkansas",51678.0,63475.0,6437.0,4479.0,810.0,25731.0,17056.0,6628.0,05,115
"Prairie County, Arkansas",47045.0,8217.0,596.0,503.0,645.0,3280.0,2562.0,752.0,05,117
"Pulaski County, Arkansas",58326.0,398322.0,59004.0,18551.0,985.0,170802.0,97554.0,70214.0,05,119
"Randolph County, Arkansas",45993.0,18619.0,1248.0,845.0,674.0,6684.0,5281.0,1909.0,05,121
"St. Francis County, Arkansas",39822.0,23138.0,1213.0,1262.0,748.0,7611.0,4395.0,3707.0,05,123
"Saline County, Arkansas",73236.0,123988.0,16876.0,5975.0,948.0,54335.0,37911.0,10554.0,05,125
"Scott County, Arkansas",45340.0,9871.0,638.0,450.0,702.0,3938.0,2897.0,1004.0,05,127
"Searcy County, Arkansas",42063.0,7880.0,637.0,346.0,611.0,2744.0,2161.0,787.0,05,129
"Sebastian County, Arkansas",54047.0,128184.0,12935.0,6632.0,805.0,53483.0,31168.0,20694.0,05,131
"Sevier County, Arkansas",53567.0,15913.0,764.0,1006.0,700.0,6432.0,3603.0,1940.0,05,133
"Sharp County, Arkansas",43332.0,17422.0,946.0,796.0,610.0,5945.0,5537.0,1364.0,05,135
"Stone County, Arkansas",37664.0,12393.0,847.0,459.0,669.0,3662.0,3421.0,1310.0,05,137
"Union County, Arkansas",49745.0,38815.0,3250.0,2093.0,775.0,15124.0,10868.0,4072.0,05,139
"Van Buren County, Arkansas",45768.0,15900.0,1229.0,804.0,716.0,5047.0,5405.0,1428.0,05,141
"Washington County, Arkansas",61985.0,247331.0,30466.0,17806.0,935.0,107996.0,51179.0,42602.0,05,143
"White County, Arkansas",51144.0,77118.0,6067.0,4952.0,793.0,30649.0,19105.0,9683.0,05,145
"Woodruff County, Arkansas",49608.0,6259.0,375.0,401.0,582.0,2518.0,1814.0,812.0,05,147
"Yell County, Arkansas",55879.0,20342.0,1306.0,1126.0,647.0,8198.0,5311.0,2440.0,05,149
"Alameda County, California",122488.0,1663823.0,343246.0,78773.0,2229.0,656859.0,317451.0,268367.0,06,001
"Alpine County, California",101125.0,1515.0,248.0,108.0,-666666666.0,484.0,360.0,75.0,06,003
"Amador County, California",74853.0,40577.0,4598.0,1542.0,1257.0,13422.0,12440.0,3305.0,06,005
"Butte County, California",66085.0,213605.0,28092.0,12677.0,1280.0,82176.0,48424.0,34895.0,06,007
"Calaveras County, California",77526.0,45674.0,5150.0,1854.0,1621.0,14722.0,14114.0,3084.0,06,009
"Colusa County, California",69619.0,21811.0,1530.0,1195.0,1061.0,8997.0,4686.0,2746.0,06,011
"Contra Costa County, California",120020.0,1162648.0,219701.0,60200.0,2234.0,461941.0,274388.0,134149.0,06,013
"Del Norte County, California",61149.0,27462.0,2193.0,1125.0,1146.0,8945.0,6492.0,3038.0,06,015
"El Dorado County, California",99246.0,191713.0,35536.0,8838.0,1597.0,71077.0,57235.0,17955.0,06,017
"Fresno County, California",67756.0,1008280.0,96794.0,61017.0,1207.0,377707.0,172455.0,145867.0,06,019
"Glenn County, California",64033.0,28657.0,2120.0,1743.0,978.0,11225.0,5906.0,3836.0,06,021
"Humboldt County, California",57881.0,136132.0,19011.0,7262.0,1191.0,51945.0,30965.0,23530.0,06,023
"Imperial County, California",53847.0,179578.0,13008.0,10982.0,961.0,55839.0,27122.0,19902.0,06,025
"Inyo County, California",63417.0,18829.0,2406.0,537.0,1131.0,7303.0,5178.0,2671.0,06,027
"Kern County, California",63883.0,906883.0,66940.0,54948.0,1161.0,329813.0,165473.0,112026.0,06,029
"Kings County, California",68540.0,152515.0,9541.0,8546.0,1201.0,54336.0,23924.0,19670.0,06,031
"Lake County, California",56259.0,68024.0,5943.0,2655.0,1206.0,20768.0,18420.0,8067.0,06,033
"Lassen County, California",59515.0,31873.0,2138.0,1105.0,1038.0,8398.0,6131.0,2794.0,06,035
"Los Angeles County, California",83411.0,9936690.0,1542422.0,501373.0,1805.0,4111540.0,1552164.0,1810929.0,06,037
"Madera County, California",73543.0,157243.0,11497.0,9452.0,1185.0,53398.0,28719.0,15138.0,06,039
"Marin County, California",142019.0,260485.0,65256.0,12751.0,2487.0,93672.0,66444.0,37265.0,06,041
"Mariposa County, California",60021.0,17130.0,2607.0,534.0,1134.0,5947.0,5604.0,1993.0,06,043
"Mendocino County, California",61335.0,91145.0,9382.0,4284.0,1240.0,33078.0,21044.0,13513.0,06,045
"Merced County, California",64772.0,282290.0,17165.0,19722.0,1200.0,100616.0,44156.0,38604.0,06,047
"Modoc County, California",54962.0,8651.0,1062.0,354.0,796.0,2847.0,2557.0,846.0,06,049
"Mono County, California",82038.0,13219.0,1897.0,431.0,1259.0,6335.0,3743.0,1730.0,06,051
"Monterey County, California",91043.0,437609.0,45473.0,25866.0,1873.0,173086.0,68359.0,62614.0,06,053
"Napa County, California",105809.0,137384.0,24039.0,7288.0,2037.0,59573.0,32076.0,17142.0,06,055
"Nevada County, California",79395.0,102322.0,19803.0,3683.0,1487.0,34653.0,31000.0,10415.0,06,057
"Orange County, California",109361.0,3175227.0,591937.0,170805.0,2248.0,1335750.0,602959.0,463327.0,06,059
"Placer County, California",109375.0,406608.0,79373.0,20302.0,1874.0,152396.0,112597.0,39940.0,06,061
"Plumas County, California",67885.0,19650.0,2227.0,847.0,1102.0,6815.0,6023.0,2081.0,06,063
"Riverside County, California",84505.0,2429487.0,244893.0,142705.0,1711.0,951300.0,513821.0,236155.0,06,065
"Sacramento County, California",84010.0,1579211.0,227553.0,79076.0,1599.0,618700.0,328664.0,235192.0,06,067
"San Benito County, California",104451.0,64753.0,6667.0,3567.0,1830.0,27939.0,13087.0,6765.0,06,069
"San Bernardino County, California",77423.0,2180563.0,201183.0,128248.0,1584.0,860959.0,403105.0,256823.0,06,071
"San Diego County, California",96974.0,3289701.0,564011.0,169469.0,2011.0,1381287.0,623317.0,525840.0,06,073
"San Francisco County, California",136689.0,851036.0,238669.0,24560.0,2316.0,373511.0,139117.0,221725.0,06,075
"San Joaquin County, California",82837.0,779445.0,68376.0,46293.0,1542.0,299222.0,142391.0,95032.0,06,077
"San Luis Obispo County, California",90158.0,281712.0,45318.0,19255.0,1800.0,112334.0,67031.0,41068.0,06,079
"San Mateo County, California",149907.0,754250.0,161021.0,33832.0,2805.0,318987.0,157368.0,106955.0,06,081
"Santa Barbara County, California",92332.0,445213.0,59212.0,32165.0,1964.0,181743.0,78168.0,69864.0,06,083
"Santa Clara County, California",153792.0,1916831.0,377331.0,96674.0,2719.0,785597.0,361551.0,288801.0,06,085
"Santa Cruz County, California",104409.0,268571.0,44286.0,18668.0,2094.0,108395.0,57852.0,38635.0,06,087
"Shasta County, California",68347.0,181852.0,19783.0,8150.0,1232.0,68826.0,46257.0,24850.0,06,089
"Sierra County, California",61108.0,2916.0,265.0,84.0,1184.0,1071.0,940.0,195.0,06,091
"Siskiyou County, California",53898.0,44049.0,4772.0,2042.0,984.0,14453.0,12744.0,6024.0,06,093
"Solano County, California",97037.0,450995.0,60316.0,21730.0,1981.0,189711.0,97692.0,57295.0,06,095
"Sonoma County, California",99266.0,488436.0,82815.0,23890.0,2029.0,210664.0,116921.0,72732.0,06,097
"Stanislaus County, California",74872.0,552063.0,44136.0,32452.0,1433.0,214415.0,106359.0,69388.0,06,099
"Sutter County, California",72654.0,99101.0,9068.0,5428.0,1289.0,38879.0,19680.0,13361.0,06,101
"Tehama County, California",59029.0,65484.0,5951.0,3009.0,1119.0,22530.0,16520.0,8103.0,06,103
"Trinity County, California",47317.0,15889.0,1463.0,650.0,928.0,3768.0,3883.0,1600.0,06,105
"Tulare County, California",64474.0,473446.0,28337.0,30953.0,1137.0,175058.0,82078.0,58592.0,06,107
"Tuolumne County, California",70432.0,54993.0,6941.0,1764.0,1129.0,17749.0,16991.0,5840.0,06,109
"Ventura County, California",102141.0,842009.0,125787.0,45048.0,2140.0,352673.0,176575.0,99078.0,06,111
"Yolo County, California",85097.0,217141.0,28888.0,17617.0,1655.0,85917.0,39712.0,36395.0,06,113
"Yuba County, California",66693.0,81705.0,5915.0,4262.0,1137.0,31276.0,16928.0,10639.0,06,115
"Adams County, Colorado",86297.0,520149.0,62602.0,29364.0,1632.0,240688.0,123826.0,57385.0,08,001
"Alamosa County, Colorado",52271.0,16460.0,1551.0,1490.0,815.0,7323.0,3702.0,2769.0,08,003
"Arapahoe County, Colorado",92292.0,654453.0,125322.0,32942.0,1708.0,292195.0,162810.0,87941.0,08,005
"Archuleta County, Colorado",66813.0,13509.0,2539.0,481.0,1184.0,4906.0,4349.0,1389.0,08,007
"Baca County, Colorado",42115.0,3496.0,444.0,105.0,474.0,1370.0,1169.0,417.0,08,009
"Bent County, Colorado",45776.0,5561.0,410.0,207.0,778.0,1576.0,1114.0,694.0,08,011
"Boulder County, Colorado",99770.0,328658.0,75431.0,24302.0,1828.0,132377.0,83066.0,50324.0,08,013
"Broomfield County, Colorado",117541.0,73946.0,18430.0,3828.0,1923.0,32037.0,19247.0,10856.0,08,014
"Chaffee County, Colorado",65703.0,19564.0,3738.0,619.0,1330.0,7120.0,6309.0,2757.0,08,015
